Week,Name,Details Link,Address,Date,Type
4,Shifting Boundaries Exhibition Public Tour and Q&A,https://www.eventbrite.com/e/shifting-boundaries-exhibition-public-tour-and-qa-tickets-169860572545?aff=ebdssbdestsearch,"Eiteljorg Museum • Indianapolis, IN","Sat, Nov 13, 10:00 AM",Music
4,2021 Chin TV Awards and Charity Concert for Burma,https://www.eventbrite.com/e/2021-chin-tv-awards-and-charity-concert-for-burma-tickets-189865712457?aff=ebdssbdestsearch,"Chin Evangelical Baptist Church • Indianapolis, IN","Sun, Nov 14, 7:30 PM",Music
4,Birthdays & Brunch,https://www.eventbrite.com/e/birthdays-brunch-tickets-141764317891?aff=ebdssbdestsearch,"Limelight Nightclub • Indianapolis, IN","Sat, Nov 13, 11:00 AM",Music
4,2021 Spirit & Place Public Conversation with Robert P. Jones (IN-PERSON),https://www.eventbrite.com/e/2021-spirit-place-public-conversation-with-robert-p-jones-in-person-tickets-170205771043?aff=ebdssbdestsearch,"St. Paul's Episcopal Church • Indianapolis, IN","Sun, Nov 14, 4:30 PM",Music
4,The 9th Annual Fountain Square Pinball Classic,https://www.eventbrite.com/e/the-9th-annual-fountain-square-pinball-classic-tickets-187783564697?aff=ebdssbdestsearch,"La Margarita Fountain Square • Indianapolis, IN","Sat, Nov 13, 9:00 AM",Gaming
4,"Indianapolis Virtual Game Night: Trivia, Charades, and Drawing over Video",https://www.eventbrite.com/e/indianapolis-virtual-game-night-trivia-charades-and-drawing-over-video-tickets-107485000530?aff=ebdssbdestsearch,"40 E St Clair St • Indianapolis, IN","Sat, Nov 13, 7:00 PM + 1 more event",Gaming
4,Beat The Box,https://www.eventbrite.com/e/beat-the-box-tickets-173919988367?aff=ebdssbdestsearch,"Women of the Moose • Indianapolis, IN","Sat, Nov 13, 12:00 PM",Gaming
4,You Sleuth Augmented Reality Detective Experience,https://www.eventbrite.com/e/you-sleuth-augmented-reality-detective-experience-tickets-129451618275?aff=ebdssbdestsearch,"Indianapolis • Indianapolis, IN","Sat, Nov 13, 10:00 AM + 1 more event",Gaming
4,Amazing Scavenger Hunt Adventure - Indianapolis,https://www.eventbrite.com/e/amazing-scavenger-hunt-adventure-indianapolis-tickets-39888649023?aff=ebdssbdestsearch,"40 E St Clair St • Indianapolis, IN","Sat, Nov 13, 8:00 AM + 1 more event",Gaming
4,Develop a Successful Artificial Intelligence Startup Business,https://www.eventbrite.com/e/develop-a-successful-artificial-intelligence-startup-business-tickets-100519705144?aff=ebdssbdestsearch,"Indianapolis • Indianapolis, IN","Sun, Nov 14, 1:00 PM",Gaming
4,Startup Saturday @ Propeller,https://www.eventbrite.com/e/startup-saturday-propeller-tickets-187880324107?aff=ebdssbdestsearch,"4750 Ray Boll Blvd • Columbus, IN","Sat, Nov 13, 10:00 AM",Gaming
